
---------------------------------------------------------------[Token Information]---------------------------------------------------------------

Token Name: BlockGames (BLOCK)
Website: https://www.blockgames.com
Twitter: https://twitter.com/getblockgames
Whitepaper: https://block-games.gitbook.io/whitepaper

---------------------------------------------------------------[Token Price Data]---------------------------------------------------------------

+----------------------+---------------------+-------------------+
|        Price         |         Date        | Price Abnormality |
+----------------------+---------------------+-------------------+
| 0.11840476140561267  | 2024-05-03 23:00:00 |         []        |
| 0.124662020152566875 | 2024-05-02 23:00:00 |         []        |
| 0.11608611148351981  | 2024-05-01 23:00:00 |         []        |
| 0.11442014929757165  | 2024-04-30 23:00:00 |         []        |
| 0.12321906119988878  | 2024-04-29 23:00:00 |         []        |
| 0.11633784887048196  | 2024-04-28 23:00:00 |         []        |
|  0.1202771446333308  | 2024-04-27 23:00:00 |         []        |
| 0.10504870468873143  | 2024-04-26 23:00:00 |         []        |
| 0.12082920800694047  | 2024-04-25 23:00:00 |         []        |
| 0.13761994675287513  | 2024-04-24 23:00:00 |         []        |
| 0.140527533985161575 | 2024-04-23 23:00:00 |         []        |
| 0.16075304943941573  | 2024-04-22 23:00:00 |         []        |
| 0.14053056272665286  | 2024-04-21 23:00:00 |         []        |
| 0.14241948531397428  | 2024-04-20 23:00:00 |         []        |
| 0.15842227617076595  | 2024-04-19 23:00:00 |         []        |
|  0.1826758712252739  | 2024-04-18 23:00:00 |         []        |
| 0.162487499549832625 | 2024-04-17 23:00:00 |         []        |
| 0.15584950601431072  | 2024-04-16 23:00:00 |         []        |
| 0.18306671229325522  | 2024-04-15 23:00:00 |         []        |
| 0.17975314316837476  | 2024-04-14 23:00:00 |         []        |
|  0.1938799580300235  | 2024-04-13 23:00:00 |         []        |
|  0.228851764553097   | 2024-04-12 23:00:00 |         []        |
| 0.31844099538631043  | 2024-04-11 23:00:00 |         []        |
+----------------------+---------------------+-------------------+


---------------------------------------------------------------[Token Holder Data)]---------------------------------------------------------------

+------+--------------------------------------------+----------------------+------------------------+
| Rank |               Holder Address               |       Quantity       |       Proportion       |
| 758  | 0x51839571e9d05bb3b7c2de590f6e45eaab7fda05 |       2057.094       | 0.000205709400000000%  |
| 759  | 0x79c4cff12ce4c2750599378d9dc82b251598e47c |        2047.9        | 0.000204790000000000%  |
| 760  | 0xd72b69eb76d5698678e1f143b428d562bfaaaf34 |  2046.6432209034033  | 0.000204664322090340%  |
| 761  | 0x81425f43863c6a8ef82d3a311a4ea62c65306c5f |       2044.792       | 0.000204479200000000%  |
| 762  | 0x1d16f7a9a80f379805447b434cdf0293d36724f6 |         2028         | 0.000202800000000000%  |
| 763  | 0x15f85218aaa7cec472af642be08c7bc40c958204 |         2013         | 0.000201300000000000%  |
| 764  | 0x9d937a5f2c5259c90356d0def698009cfb0fa9c1 |         2009         | 0.000200900000000000%  |
| 765  | 0xd43efd4a5cd5192ded776068af709155067c078d |       2000.175       | 0.000200017500000000%  |
| 766  | 0x98c11ef3cb4ca493594fb6196d7ae8da1a298558 |         2000         | 0.000200000000000000%  |
| 767  | 0x24c8dba65047c0784285b53f9765a7f20276b099 |         2000         | 0.000200000000000000%  |
| 768  | 0x6e5f595555aaf4f90d2e87fa0002a244e0a772d7 |         2000         | 0.000200000000000000%  |
| 769  | 0xe1cf7cd33165d8396837a3aeb3aee87588ae270d |  1987.3449994171563  | 0.000198734499941716%  |
| 770  | 0x99f20ae349930b9d4ea05da272e45689e5552b31 |       1961.443       | 0.000196144300000000%  |
| 771  | 0xe466766a8bdaea8d39e5d6df70fe24d91955c01c |         1950         | 0.000195000000000000%  |
| 772  | 0x2324260ee991f589a4deffdb66c5f9f98adacd80 |         1950         | 0.000195000000000000%  |
| 773  | 0x94e1423c46e896993710c240893b08e3f3b2329e |  1931.7308859889756  | 0.000193173088598898%  |
| 774  | 0xca69da5ac328fbb0af4e7ecf9c88756d4550a6e9 |         1931         | 0.000193100000000000%  |
| 775  | 0x00f267e08758c5de33a7634995c9309f8252305c |       1910.094       | 0.000191009400000000%  |
| 776  | 0xba9cf5bdd3ecfeffc05b30e4d97b3210f86434a8 |      1909.71037      | 0.000190971037000000%  |
| 777  | 0x8b420ad0727c739319dc917b42ee0f70ef2df187 |       1906.839       | 0.000190683900000000%  |
| 778  | 0x8315591a4a920057ee7c8719f87a53df5be71d07 |       1906.839       | 0.000190683900000000%  |
| 779  | 0x96ce19cb2d87b76badee3b6919142c34a2c8728f |       1906.839       | 0.000190683900000000%  |
| 780  | 0xf5efadf28fb98566ceb09407f34b8ac9143add69 |       1906.839       | 0.000190683900000000%  |
| 781  | 0x75ee89531fe4897360158e29f0e3db1aca5bcc7f |       1906.839       | 0.000190683900000000%  |
| 782  | 0x0fe2d60c63dbcc370db161efca18d0707821ffa7 |       1906.839       | 0.000190683900000000%  |
| 783  | 0x6115e71e137e8f26b7cda7587dab334ad9acb19a |       1906.839       | 0.000190683900000000%  |
| 784  | 0x89883b6a983a8864b636dec2447529fc29e47e00 |       1906.839       | 0.000190683900000000%  |
| 785  | 0x36b82cbd3afaa217145857bc5d2bc987fa44c06b |       1906.839       | 0.000190683900000000%  |
| 786  | 0x5808401166324ce32be0a793bcc1693ec04f22b4 |       1906.839       | 0.000190683900000000%  |
| 787  | 0xc7bdd22d619765be443e66c212a2e690376754c6 |       1906.839       | 0.000190683900000000%  |
| 788  | 0x1111fba914979377388c80aed71f15376f63befe |       1906.839       | 0.000190683900000000%  |
| 789  | 0xa28b87a2cba0a87853151e2de4cacfe10127f35c |       1906.83        | 0.000190683000000000%  |
| 790  | 0x8014fa83bbb61a02923b7ff8872fca52179d1319 |       1906.83        | 0.000190683000000000%  |
| 791  | 0xdd507c835c4b453d76680a9b9f17a1596a6c2835 |       1898.839       | 0.000189883900000000%  |
| 792  | 0x03d971cf9015924970134184b64476122cf2d9b1 |      1891.82827      | 0.000189182827000000%  |
| 793  | 0xe938b72df607c516cecd22ced62bd7dc0cc27e08 |         1886         | 0.000188600000000000%  |
| 794  | 0x1a1b3f3a97bc8c0b6be82c8ff51bb46d5cc8d2dc |  1873.1029149193423  | 0.000187310291491934%  |
| 795  | 0xdfd90f1a4f550a6ea28346e18c01dcb883799059 |   1860.39883274631   | 0.000186039883274631%  |
| 796  | 0xda965701e42168658d4a98167853c4c3adcf9c38 |        1857.3        | 0.000185730000000000%  |
| 797  | 0xc620b89250a2acf9ff350e0145b358d2bbf7bd61 |       1856.57        | 0.000185657000000000%  |
| 798  | 0x02c6c91e5f809cf4d4eece0aedf7fb049a4b99da |         1854         | 0.000185400000000000%  |
| 799  | 0x73a557c4926dab4f4ce4db3fbb7abb081b73d6d7 |      1842.3478       | 0.000184234780000000%  |
| 800  | 0xecc8966539450b920dce00bba924df878fdc1254 |       1840.745       | 0.000184074500000000%  |
| 801  | 0x526e88725ac70884e2ef800ca4506b3e608f0cca |       1836.094       | 0.000183609400000000%  |
| 802  | 0xef5c99046d34c0f4f17e78ea0eaca3b2d62702a5 |       1826.839       | 0.000182683900000000%  |
| 803  | 0x02699738962ada8fd55bd7e4e479abc9e848205a |       1819.65        | 0.000181965000000000%  |
| 804  | 0xc7c86dcd7bf4deffaafc5e8b71cc1c64b4a0d709 |       1819.65        | 0.000181965000000000%  |
| 805  | 0x90aa7b5aeb1b499802990c27326cd9514ca1580e |         1818         | 0.000181800000000000%  |
| 806  | 0x3eaff5f52a827b1bb470abfcc5701078c7ffc3cf |       1807.443       | 0.000180744300000000%  |
| 807  | 0xce6ce62469a9ce1765839005844a5639da2e003f |         1805         | 0.000180500000000000%  |
| 808  | 0x513b716f9cd5ea4b1c98892f9e6cb0aab64014d1 |  1800.0000583107096  | 0.000180000005831071%  |
| 809  | 0x6150949707993fd98e26b770e743f12c18c98b66 |         1795         | 0.000179500000000000%  |
| 810  | 0x44489784b55862f19fb07608434ec360f9222085 |       1780.792       | 0.000178079200000000%  |
| 811  | 0x38811c416992780ac4d29cd26e7d0278dc6356aa |         1770         | 0.000177000000000000%  |
| 812  | 0x100105dc358a639c091c2e111f660e080e7382cb |       1754.443       | 0.000175444300000000%  |
| 813  | 0x67da688fb3094f337181ffb827718b5ce73e9bfd |         1750         | 0.000175000000000000%  |
| 814  | 0xf58ad42e5ffc09902f65875379acfd5d932d00fc |         1749         | 0.000174900000000000%  |
| 815  | 0xd9ef304f1236fdec3227e1ba3e06deb17d4bdb3e |       1743.396       | 0.000174339600000000%  |
| 816  | 0xc1692cd69493436b01cddcbe5fedbc911746a7c1 |       1733.49        | 0.000173349000000000%  |
| 817  | 0x40f465f1ba4c2aba91c0c896cb92bbe4c7e545df |       1733.49        | 0.000173349000000000%  |
| 818  | 0xdb2f0bbc966018f6012b87a01322cf98f36f4f4f |       1733.49        | 0.000173349000000000%  |
| 819  | 0x0ffa81b444313cead76261f9f720f31dbab7da31 |       1733.49        | 0.000173349000000000%  |
| 820  | 0x3f8eeb869b77b98aa21ab5cce253022f0229f8f9 |       1733.49        | 0.000173349000000000%  |
| 821  | 0x765d105f3bdfc8f613b4ff050c8fd38c602ab2cf |       1733.49        | 0.000173349000000000%  |
| 822  | 0xed99d2e25e40c4de559a0e5e1f16d8d77317149a |       1733.49        | 0.000173349000000000%  |
| 823  | 0x21e6e8b3b4846f1cb23d24c578ed6a03bc583285 |       1733.49        | 0.000173349000000000%  |
| 824  | 0x493952e335edd37fd73c60ea05ce12154859bb0e |       1733.49        | 0.000173349000000000%  |
| 825  | 0xeec9e7f9657175e52596a2a48dd5b2cc6fc3ba5b |       1733.49        | 0.000173349000000000%  |
| 826  | 0x60fd9eb7e546cc34d90f335e1ef563f9fd8dbfc4 |       1733.49        | 0.000173349000000000%  |
| 827  | 0x3c200503635243de899576e2e01ae83f7aa27951 |       1733.49        | 0.000173349000000000%  |
| 828  | 0x981c9505ecf3f9b3906b3c1aea9491abd0051953 |       1733.49        | 0.000173349000000000%  |
| 829  | 0x111cefee6c31943c5b058148811767df4c9d604e |       1733.49        | 0.000173349000000000%  |
| 830  | 0xb826969eaa921d08b9bc2e15e2d8c571fd836f16 |       1733.49        | 0.000173349000000000%  |
| 831  | 0x01f9b2b507db25f6868eaf1ec99481f057b5dfaf |       1733.475       | 0.000173347500000000%  |
| 832  | 0x1beea68021c8ea1982eb13206f04e1d9881d2ae5 |       1733.188       | 0.000173318800000000%  |
| 833  | 0x2023e69f77cad0637f72407916284a3074117a52 |       1729.135       | 0.000172913500000000%  |
| 834  | 0x9425e212647518853a92ae7d2c1ab09d343e70b6 |         1728         | 0.000172800000000000%  |
| 835  | 0xee4993d7106db69217b2bb3ca95e2f7708ae59f2 |         1726         | 0.000172600000000000%  |
| 836  | 0x8256343b66dc32c06347673411c0e3d4bedfbb55 |        1721.1        | 0.000172110000000000%  |
| 837  | 0xfd92ce377a8deff8e6881ea00b8e67552ce83c61 |         1694         | 0.000169400000000000%  |
| 838  | 0xb9ca37c76be201630f370cd40c08b6e8942af2f2 |      1693.43686      | 0.000169343686000000%  |
| 839  | 0x0778b977dc942fa0571af49fd83a9d6778ca5f2f |        1687.5        | 0.000168750000000000%  |
| 840  | 0xb02c788299c7fd3901637ec383567e471bad85db |         1686         | 0.000168600000000000%  |
| 841  | 0x7c5381c08acd17e8216644d909cc02ec2c79c03b |       1684.443       | 0.000168444300000000%  |
| 842  | 0x4118242d3143c2133e08c5c521c45104e5be19b3 |         1678         | 0.000167800000000000%  |
| 843  | 0xe63eb05169e2a74f89236cd8b67fc4ad78d0b2f3 |  1674.839978308237   | 0.000167483997830824%  |
| 844  | 0x5563310ba9263d2d2e90204cc19bf83ef187f631 |         1646         | 0.000164600000000000%  |
| 845  | 0x83a0548d7a4ce87796133e59888882081ba740a5 |         1643         | 0.000164300000000000%  |
| 846  | 0xb622728b75010df13073fc6d0b2d6a450d98dfcc |         1641         | 0.000164100000000000%  |
| 847  | 0x1d09c98df817b502900c5bdfbdbb1609aaf026f4 |       1624.95        | 0.000162495000000000%  |
| 848  | 0xf32b0bc88713f9dec79eb681ab4c58d46cbe05a7 |  1621.8651315789473  | 0.000162186513157895%  |
| 849  | 0x5cbd5a2c42a4c8683597e3378b32e9c4acd45a46 |  1621.8651315789473  | 0.000162186513157895%  |
| 850  | 0x753e5a4127668456ac9cd3ac30c6fa53534c87ea |       1615.745       | 0.000161574500000000%  |
| 851  | 0x7b207d27ff26069e48ea631518a2e784a1460cb0 |       1600.14        | 0.000160014000000000%  |
| 852  | 0xb1ac9db0d6a1ec291f427ad03fc3b632e1e93a56 |         1600         | 0.000160000000000000%  |
| 853  | 0x457d70f45ac7ec4c3023c0b11c3e1c8a7ce3fdff |       1599.443       | 0.000159944300000000%  |
| 854  | 0x67e86c6b1d99eb9654c06eab3ce3cf66e8755c54 |         1584         | 0.000158400000000000%  |
| 855  | 0x0681f087364d51e112e14836b6128bd4e8427819 |        1579.5        | 0.000157950000000000%  |
| 856  | 0x74f074dae44c6beb3eae6cd4cce88fb09bf03559 |         1572         | 0.000157200000000000%  |
| 857  | 0xd9316f9e4a73b1353c127390a5efbad15a84bdc4 |       1560.141       | 0.000156014100000000%  |
| 858  | 0xcb39348556dc12d93103f181a2e93a61e33713e4 |       1560.141       | 0.000156014100000000%  |
| 859  | 0xa217e1a18be6a98f14226b7c6178773045d7e788 |       1560.141       | 0.000156014100000000%  |
| 860  | 0x3500830782a47352afbd3cbe68ab497b05fcca7d |       1560.141       | 0.000156014100000000%  |
| 861  | 0x5ce7f54f5af5602a92e87da8802a0d4880880d2f |       1560.141       | 0.000156014100000000%  |
| 862  | 0x19f291d46bac33f89bb4754609c6ea249f6c3c25 |       1560.141       | 0.000156014100000000%  |
| 863  | 0x8682719d1e8caf90f16b1d80a3f5c038612a0fef |       1560.141       | 0.000156014100000000%  |
| 864  | 0x19f4e8f53684cc9b23d2dec2e4e08bbadf938ed5 |       1560.141       | 0.000156014100000000%  |
| 865  | 0x42c7cdf84a42d59d77c156624a2fdb428681590f |       1560.141       | 0.000156014100000000%  |
| 866  | 0xe7ce49b0ce6a3c4b9e1c362a614661399b9bab71 |       1560.141       | 0.000156014100000000%  |
| 867  | 0x0743882fa09a0c257b18d53dc1b101d3f32a04e5 |       1560.141       | 0.000156014100000000%  |
| 868  | 0x14c34415856dc8e6e2bb51d9e1840308a37c2a56 |       1560.141       | 0.000156014100000000%  |
| 869  | 0x088405e4174af366cbe1a8aa3ae65b7c2376742d |       1560.141       | 0.000156014100000000%  |
| 870  | 0x2d281013fbfa3fd6457ee861bed7ff606293ead8 |       1560.141       | 0.000156014100000000%  |
| 871  | 0xcb7dc69d233853ac686a16795cd1ee99359a54f8 |       1560.141       | 0.000156014100000000%  |
| 872  | 0x6b8f2d2390334e39435cfec1be575a727e1323b3 |       1560.141       | 0.000156014100000000%  |
| 873  | 0x1872e650f227b59cf79114db864d86c43ba56917 |       1560.141       | 0.000156014100000000%  |
| 874  | 0x0b8653d8eb9b219b49b4fb45eb063ef6baa51804 |        1559.7        | 0.000155970000000000%  |
| 875  | 0x2bd0cbb03af55e337aabb179a7bf092218b8367c |        1559.7        | 0.000155970000000000%  |
| 876  | 0x6ccda85244638f873d51c2e218f2b1ae35609d8d |        1559.7        | 0.000155970000000000%  |
| 877  | 0xc06586674f846941fd898cc62173c2ea1ffd6ebe |        1559.7        | 0.000155970000000000%  |
| 878  | 0x527a45f21ce2892ad72f1f3c029c92bc6094f43c |       1552.141       | 0.000155214100000000%  |
| 879  | 0xf9caba892ee413dd2bcb595ab84e73dec90b7d5b |  1533.7087530350366  | 0.000153370875303504%  |
| 880  | 0xaf3570dc9e88c8822bb71389840ba267aa060e13 |       1532.443       | 0.000153244300000000%  |
| 881  | 0xf6ccf2040532af206f1e23dec61c78d62f973d61 |         1516         | 0.000151600000000000%  |
| 882  | 0x98fa3d02bdf8f41942607be7e0e0818fad708db5 |         1512         | 0.000151200000000000%  |
| 883  | 0xe4e3e29fc2efc2a8bd87cee6fbc7556106581f9f |         1511         | 0.000151100000000000%  |
| 884  | 0x50f0dd5c90a03f14aeb251576a6b0731d4e701dc |         1509         | 0.000150900000000000%  |
| 885  | 0xb4a2b3a1fe9b02a551d64bfa8fcc1f2b9e1f2125 |  1508.7444115524095  | 0.000150874441155241%  |
| 886  | 0xe9f850508a6718f07239a83f24d1f028455a9407 |         1505         | 0.000150500000000000%  |
| 887  | 0xa677dfb18b628aefac9c4cd9477d11fe8e7ba40d |        1504.9        | 0.000150490000000000%  |
| 888  | 0x39d14294fccc35205d2a54391d93cbb8e0d63a6c |         1500         | 0.000150000000000000%  |
| 889  | 0xa1a06b8db480f3ee8d76274b1114efebeccc3120 |         1500         | 0.000150000000000000%  |
| 890  | 0x90a3aef60b00dd27b9e328ca9fd5e438810bd7c1 |         1500         | 0.000150000000000000%  |
| 891  | 0x3ca0a120dace3099d71040d0f08c36515b4b8e96 |         1500         | 0.000150000000000000%  |
| 892  | 0x88584defe4de69cb29e9e4a54a8bc80e08ac0ae5 |       1499.64        | 0.000149964000000000%  |
| 893  | 0x2fef407a08ab7e9414704881361b9cf7cd26e1d8 |       1499.64        | 0.000149964000000000%  |
| 894  | 0x89178326d8042227d04d2537d9ecb8ffd75da288 |       1499.64        | 0.000149964000000000%  |
| 895  | 0xbc459059be2d0501bc9c4a72e901f8274f09a539 |       1499.64        | 0.000149964000000000%  |
| 896  | 0x891e0eeb9f0f1d4182540ebab4e5224fa14df8e2 |       1499.64        | 0.000149964000000000%  |
| 897  | 0x4ff9e1ce7ea1a4a3ad62ca0d9dd1cb7f984cfb71 |       1485.745       | 0.000148574500000000%  |
| 898  | 0x76691f3aa66406fdb523fba910eae9a17a254289 |         1477         | 0.000147700000000000%  |
| 899  | 0xdf5ad1b06f335585a6f44ce86645edae47d0a835 |         1477         | 0.000147700000000000%  |
| 900  | 0xe5a6a8b9ecdbe080b55e31794274e55a37a2223f |       1474.745       | 0.000147474500000000%  |
| 901  | 0xbea800d58c63491fba57a7156720410e0db103cf |       1472.745       | 0.000147274500000000%  |
| 902  | 0x03e8c39ca139d05d2305753f7739fc149440eeeb |      1468.75177      | 0.000146875177000000%  |
| 903  | 0x1ddf550f40c2a8b5d89ed294c71bb748f2769ebd |       1455.443       | 0.000145544300000000%  |
| 904  | 0xbac963f5197565fa9111efef1b417f1e5dab7941 |         1447         | 0.000144700000000000%  |
| 905  | 0xb0808a7a900ab4a5a6b8c1d878bd4c742b59d5ee |       1446.094       | 0.000144609400000000%  |
| 906  | 0x26cc3495ecf4d4a3c9eb496bcc75efd193c3415f |         1438         | 0.000143800000000000%  |
| 907  | 0xe5ea58e6531e63c7bb58353f08a492acc8b5eeb6 |         1432         | 0.000143200000000000%  |
| 908  | 0xceea9be2fe3f4fad633f7082c0db6610c512fb18 |  1416.7367501782196  | 0.000141673675017822%  |
| 909  | 0x8fc87c13830b67cf3d6e82a4207bc368b58c4c4b |         1406         | 0.000140600000000000%  |
| 910  | 0xe2d2182a19c70bd3a8f117511aac22ebef964dc3 |         1391         | 0.000139100000000000%  |
| 911  | 0xd4e5e8593c264e48ee6d17b2e9b95af0b1867d4e |       1389.436       | 0.000138943600000000%  |
| 912  | 0x329dbdab03b342c0002a0c53fcb3753c61a7fa0c |       1387.443       | 0.000138744300000000%  |
| 913  | 0x3cd8596d364050bba75b1eab7d90331ca8c511e5 |       1386.792       | 0.000138679200000000%  |
| 914  | 0x884501dd54d2f4e5e398f78db861ca8fd3571e49 |       1386.792       | 0.000138679200000000%  |
| 915  | 0x81e9d573d6086630d8f2327d276bb4f4c5915b9d |       1386.792       | 0.000138679200000000%  |
| 916  | 0x33e8607b888944abe2d8f79d4d345c23f823a082 |       1386.792       | 0.000138679200000000%  |
| 917  | 0x84264f134879b7ab714ab18ab653a73dd5448b16 |       1386.792       | 0.000138679200000000%  |
| 918  | 0x75895296f52a53ffee188e44586e666bbea0ea1e |       1386.792       | 0.000138679200000000%  |
| 919  | 0x8cb9382695a41afa5e70b5ff1ecda99ecd94551e |       1386.792       | 0.000138679200000000%  |
| 920  | 0xf600ec227bb2b607507c12fc79cb4992642d1ed2 |       1386.792       | 0.000138679200000000%  |
| 921  | 0x49066b9a016d46671faa613f8933016bd3f32287 |       1386.792       | 0.000138679200000000%  |
| 922  | 0xf154471eb9cff431406d395a1ffbddccb4e5f5db |       1386.792       | 0.000138679200000000%  |
| 923  | 0x98d994daafdf118109011c08bd3c3d6198151925 |       1386.792       | 0.000138679200000000%  |
| 924  | 0xa622969741048476c538a4f3f3872169a73b0cd5 |       1386.792       | 0.000138679200000000%  |
| 925  | 0x3c1aa92684b80653c1838d6fef66a52a3879b7ef |       1386.792       | 0.000138679200000000%  |
| 926  | 0xcd157d5c17eb4878407da995144680ac85d7d048 |       1386.792       | 0.000138679200000000%  |
| 927  | 0xbcc236149be42fb375698a2de32f8bf5849069a3 |       1386.792       | 0.000138679200000000%  |
| 928  | 0x6518bdb9c6473a1d32f66c6ac35c907041585b89 |       1386.792       | 0.000138679200000000%  |
| 929  | 0xe4d33f321dfe8281d3e7686590086d33ff622b47 |       1386.792       | 0.000138679200000000%  |
| 930  | 0x5ab17f0df3b08191f510b8806baf2d835dd50671 |       1386.78        | 0.000138678000000000%  |
| 931  | 0x45cb5b971e4c8b1c96ce6785dbf4f68e70dd6cae |         1386         | 0.000138600000000000%  |
| 932  | 0x0b6453ed58ea781f0a571e38be6254e4bbe81701 |         1386         | 0.000138600000000000%  |
| 933  | 0xac39d90702b8b33d46774be4d02ed87ef49a32bd |         1369         | 0.000136900000000000%  |
| 934  | 0x41c111643b2478e8834df21bed1bff949a1c0176 |         1358         | 0.000135800000000000%  |
| 935  | 0xec3c2281397a6dbc55d748e5fd0a1e5e8e66ad0c |       1354.275       | 0.000135427500000000%  |
| 936  | 0xa95601be5aecd7e1caf9578b750ad8346cfc4184 |       1343.305       | 0.000134330500000000%  |
| 937  | 0x52e94215295cc8a92dd0ffbb2ddafac864760ca0 |       1340.094       | 0.000134009400000000%  |
| 938  | 0xa6e5fa8d477e9f121a47af26ad1b6daa8414144a |       1333.33        | 0.000133333000000000%  |
| 939  | 0xd2a30b78758809bd3a133e4f899d9001adbcd435 |      1300.1175       | 0.000130011750000000%  |
| 940  | 0x61d0e64c49906830ba8cf167b95ebd2e8b22d68a |      1300.1175       | 0.000130011750000000%  |
| 941  | 0x9cd7f55c303663ed05ed922a11e8f11a63864821 |      1300.1175       | 0.000130011750000000%  |
| 942  | 0x8dd97c87416c99b025f07b6f61d6346ec0312866 |       1299.75        | 0.000129975000000000%  |
| 943  | 0xac3feef5ba829634da69b932efcd26f6f086fcc4 |  1284.750041619269   | 0.000128475004161927%  |
| 944  | 0xed5f353212144e62f843ee6a8aaa624431f6c4c8 |  1276.1207725820566  | 0.000127612077258206%  |
| 945  | 0xb74aa763dad1e54f9c46491008c05f7ea335dbc2 |         1275         | 0.000127500000000000%  |
| 946  | 0xf7e018b5901f47d203c4daf691d26cec89f5f8f6 |         1267         | 0.000126700000000000%  |
| 947  | 0x32fb5949fd096caf25de360942e71a0b68d44080 |  1255.671383970539   | 0.000125567138397054%  |
| 948  | 0x5370a21cc3502f01b487934c37e3363644ad53e6 |  1253.8149549428501  | 0.000125381495494285%  |
| 949  | 0x81c899a747c50162ebbff18048489bb1d09705a0 |         1253         | 0.000125300000000000%  |
| 950  | 0x4d435095542d880ea3d7f6fa9ab01742081293ab |  1251.728910355157   | 0.000125172891035516%  |
| 951  | 0x5203ac1b065ee50a5e0f3272c6205d99a833790b |         1250         | 0.000125000000000000%  |
| 952  | 0x48e0648c50ed862bc169a4fcb1083708d28f2ea3 |         1250         | 0.000125000000000000%  |
| 953  | 0x6db0aabb0a44cb2b77f5cef2e82f25113035a32d |         1250         | 0.000125000000000000%  |
| 954  | 0x6b2c02f29e5cb2622a7e9d66321a8a4156c7e3d4 |         1250         | 0.000125000000000000%  |
| 955  | 0xcfe3037ef9cfef22190a0ded7ac0c138756b0cb5 |         1250         | 0.000125000000000000%  |
| 956  | 0xa138ae2254376750ac7a48c600b501f54d9a8d5d |         1250         | 0.000125000000000000%  |
| 957  | 0x9955de0616b37a961043f6739c34520972959b57 |         1250         | 0.000125000000000000%  |
| 958  | 0x4f641cf8ea7b820d8dc436e6e63bdf4dc02f5470 |         1250         | 0.000125000000000000%  |
| 959  | 0x8443ce8f2cd52469a37d6e0ef6f701f04ecb2921 |         1250         | 0.000125000000000000%  |
| 960  | 0x18f11491e4d1b570a41c4c700e79689cbde12f9d |         1250         | 0.000125000000000000%  |
| 961  | 0x6299caaab4c5384ee0461aebab6eb866ef20d415 |         1250         | 0.000125000000000000%  |
| 962  | 0xd86640c6c519f9c8a67df17c0618a2ca10a3be95 |         1250         | 0.000125000000000000%  |
| 963  | 0x2ae35ca0c704bcb603ac2a85f166667ab28ea6e9 |         1250         | 0.000125000000000000%  |
| 964  | 0x39729fc4f25b4a2a0bf2c5e571351840616c9144 |         1250         | 0.000125000000000000%  |
| 965  | 0x620f28e81ccd57a4cb71502bc9f04afb00bd8c0d |         1250         | 0.000125000000000000%  |
| 966  | 0x1af7763a5265574fe8745e5f8be353628e33eea3 |         1250         | 0.000125000000000000%  |
| 967  | 0x9eabdf8d7fb68e9f4629d0c1a4ea3d81ef876a22 |         1250         | 0.000125000000000000%  |
| 968  | 0x932e703fe5d062a2a3df76c0f4defef20268810e |         1250         | 0.000125000000000000%  |
| 969  | 0x0f9a6379ec76c009bccbd1028673f34af323bbb5 |         1250         | 0.000125000000000000%  |
| 970  | 0xf79a56921a1f6046066be15fe34985c121e6b4a7 |         1250         | 0.000125000000000000%  |
| 971  | 0x734800caa560c1623d76b5150003de1522757be3 |         1250         | 0.000125000000000000%  |
| 972  | 0xc77ec27e6ae82ead54894dffc7d3f3fe3a09246c |         1250         | 0.000125000000000000%  |
| 973  | 0x2221a8d6c7d199b53eb6b8d38d6ce6ff41db916e |         1250         | 0.000125000000000000%  |
| 974  | 0x6c888d7d80eda844b198f7627df6bc5e6c1b4365 |         1250         | 0.000125000000000000%  |
| 975  | 0xa77cae686a6bdcbcd5ffbf6c0058d549c5d4b72c |         1250         | 0.000125000000000000%  |
| 976  | 0x1eec449f32eff8adc126fe4b72faca1803e0db19 |         1250         | 0.000125000000000000%  |
| 977  | 0xe0d1d0150dae9e81ae4a0b9255c3e1aeeac353dd |         1250         | 0.000125000000000000%  |
| 978  | 0xe3b4b768f76a2dcea22535efa7310a1fc52b08e5 |         1250         | 0.000125000000000000%  |
| 979  | 0x8397463a42aa4f038d24f723e2207a43cc32fcba |         1250         | 0.000125000000000000%  |
| 980  | 0xdf1d75135337d26fa99d38ea1c1d12b809b022a9 |         1250         | 0.000125000000000000%  |
| 981  | 0xb0289d45b42a60c4071502c6a7bedd0e64b8d8c5 |         1250         | 0.000125000000000000%  |
| 982  | 0x044784aa5839579fb9b518ff8f03e2874af05369 |      1246.03525      | 0.000124603525000000%  |
| 983  | 0xdd9dee48d697c70acb736f33f21bc96143ea7dda |       1239.094       | 0.000123909400000000%  |
| 984  | 0x2722fece2650787017515fc036bde9bad7108bcf |       1236.745       | 0.000123674500000000%  |
| 985  | 0xfff68b034db70658f53c0e51c69e315619fa57cf |         1235         | 0.000123500000000000%  |
| 986  | 0x9ec022d5d0b2540941ce76b3ec65936542246fa6 |         1235         | 0.000123500000000000%  |
| 987  | 0xb639fa27ff9d7093e1d70624b70a65e190a4da9d |   1220.49252161875   | 0.000122049252161875%  |
| 988  | 0x7c8b330ce71be5457b7f46dc54421a2d6fb96c5c |       1213.443       | 0.000121344300000000%  |
| 989  | 0x9c3b42a0b3dc330a2b0dae948abd0ca95117fd7d |       1213.443       | 0.000121344300000000%  |
| 990  | 0x281e262f21862b41455bedd877afcce18d0fc5e5 |       1213.443       | 0.000121344300000000%  |
